Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MainPos,MP,Starts,Min,90s,CrdY,CrdR,Gls,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,xG,npxG,xG_shooting,npxG_shooting,npxG/Sh,G-xG,np:G-xG,PK,PKatt,Ast,KP,xAG,xA,A-xAG,PPA,CrsPA,Touches,Att 3rd_possession,Att Pen,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,PrgDist_possession,CPA,Mis,Dis,PrgR,PrgC_possession,1/3_possession,Cmp,Att_passing,Cmp%,PrgP,Fls,Fld,Recov,Won,Lost_misc,Won%,Min%,Compl,Subs,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,Rk_per_90,CrdY_per_90,CrdR_per_90,Gls_per_90,Sh_shooting_per_90,SoT_per_90,SoT%_per_90,Sh/90_per_90,SoT/90_per_90,G/Sh_per_90,G/SoT_per_90,Dist_per_90,FK_shooting_per_90,xG_per_90,npxG_per_90,xG_shooting_per_90,npxG_shooting_per_90,npxG/Sh_per_90,G-xG_per_90,np:G-xG_per_90,PK_per_90,PKatt_per_90,Ast_per_90,KP_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,PPA_per_90,CrsPA_per_90,Touches_per_90,Att 3rd_possession_per_90,Att Pen_per_90,Att_possession_per_90,Succ_per_90,Succ%_per_90,Tkld_per_90,Tkld%_per_90,Carries_per_90,PrgC_per_90,PrgDist_possession_per_90,CPA_per_90,Mis_per_90,Dis_per_90,PrgR_per_90,PrgC_possession_per_90,1/3_possession_per_90,Cmp_per_90,Att_passing_per_90,Cmp%_per_90,PrgP_per_90,Fls_per_90,Fld_per_90,Recov_per_90,Won_per_90,Lost_misc_per_90,Won%_per_90,Min%_per_90,Compl_per_90,Subs_per_90,PPM_per_90,onG_per_90,onGA_per_90,+/-_per_90,+/-90_per_90,onxG_per_90,onxGA_per_90,xG+/-_per_90,xG+/-90_per_90
2139,Sebastian Polter,de GER,FW,Darmstadt 98,de Bundesliga,32.0,1991.0,FW,9,4,446,5.0,0,0,0,10.0,3.0,30.0,2.02,0.61,0.0,0.0,11.9,0.0,1.0,1.0,1.0,1.0,0.1,-1.0,-1.0,0,0,1,3,0.6,0.5,0.4,2,1,161,73,23,5,2,40.0,3,60.0,80,5,78,1,16,7,26,5,1,65,112,58.0,13,9.0,10.0,7.0,20.0,14.0,58.8,14.6,1.0,5.0,0.33,4.0,12.0,-8.0,-1.61,5.0,12.1,-7.1,-1.43,431.63677130044846,0.0,0.0,0.0,2.0179372197309418,0.6053811659192826,6.053811659192825,0.4076233183856502,0.12309417040358744,0.0,0.0,2.401345291479821,0.0,0.20179372197309417,0.20179372197309417,0.20179372197309417,0.20179372197309417,0.020179372197309416,-0.20179372197309417,-0.20179372197309417,0.0,0.0,0.20179372197309417,0.6053811659192826,0.12107623318385649,0.10089686098654709,0.08071748878923767,0.40358744394618834,0.20179372197309417,32.48878923766816,14.730941704035875,4.641255605381166,1.0089686098654709,0.40358744394618834,8.071748878923767,0.6053811659192826,12.10762331838565,16.143497757847534,1.0089686098654709,15.739910313901346,0.20179372197309417,3.2286995515695067,1.4125560538116593,5.246636771300449,1.0089686098654709,0.20179372197309417,13.116591928251122,22.60089686098655,11.70403587443946,2.6233183856502245,1.8161434977578474,2.0179372197309418,1.4125560538116593,4.0358744394618835,2.8251121076233185,11.865470852017937,2.9461883408071747,0.20179372197309417,1.0089686098654709,0.06659192825112108,0.8071748878923767,2.4215246636771304,-1.6143497757847534,-0.32488789237668164,1.0089686098654709,2.4417040358744395,-1.4327354260089684,-0.28856502242152465
92,Selim Amallah,ma MAR,"FW,MF",Valencia,es La Liga,26.0,1996.0,FW,20,7,604,6.7,5,1,0,11.0,4.0,36.4,1.64,0.6,0.0,0.0,21.9,0.0,0.4,0.4,0.4,0.4,0.04,-0.4,-0.4,0,0,1,4,0.3,0.3,0.7,3,0,293,117,16,42,18,42.9,15,35.7,172,7,358,2,29,15,36,7,13,120,164,73.2,21,21.0,24.0,36.0,11.0,15.0,42.3,17.7,1.0,13.0,1.45,4.0,6.0,-2.0,-0.3,4.3,7.1,-2.8,-0.41,13.708609271523178,0.7450331125827815,0.1490066225165563,0.0,1.6390728476821192,0.5960264900662252,5.4238410596026485,0.2443708609271523,0.08940397350993377,0.0,0.0,3.263245033112583,0.0,0.059602649006622516,0.059602649006622516,0.059602649006622516,0.059602649006622516,0.005960264900662251,-0.059602649006622516,-0.059602649006622516,0.0,0.0,0.1490066225165563,0.5960264900662252,0.04470198675496689,0.04470198675496689,0.1043046357615894,0.4470198675496689,0.0,43.65894039735099,17.433774834437084,2.384105960264901,6.258278145695364,2.6821192052980134,6.392384105960264,2.2350993377483444,5.31953642384106,25.629139072847682,1.0430463576158941,53.34437086092716,0.2980132450331126,4.321192052980133,2.2350993377483444,5.364238410596027,1.0430463576158941,1.9370860927152318,17.880794701986755,24.43708609271523,10.907284768211921,3.129139072847682,3.129139072847682,3.576158940397351,5.364238410596027,1.6390728476821192,2.2350993377483444,6.302980132450331,2.637417218543046,0.1490066225165563,1.9370860927152318,0.21605960264900662,0.5960264900662252,0.8940397350993378,-0.2980132450331126,-0.04470198675496689,0.640728476821192,1.0579470198675496,-0.4172185430463576,-0.061092715231788074
1680,Senny Mayulu,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,17.0,2006.0,FW,8,3,324,3.6,0,0,0,3.0,0.0,0.0,0.83,0.0,0.0,,23.4,0.0,0.1,0.1,0.1,0.1,0.05,-0.1,-0.1,0,0,1,6,0.5,0.5,0.5,7,3,221,111,17,10,5,50.0,5,50.0,179,4,367,3,14,3,38,4,3,145,175,82.9,11,8.0,3.0,21.0,0.0,0.0,,10.6,0.0,5.0,2.13,8.0,4.0,4.0,1.11,6.7,3.4,3.3,0.93,466.6666666666667,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.23055555555555554,0.0,0.0,,6.499999999999999,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.013888888888888888,-0.027777777777777776,-0.027777777777777776,0.0,0.0,0.2777777777777778,1.6666666666666665,0.1388888888888889,0.1388888888888889,0.1388888888888889,1.9444444444444444,0.8333333333333333,61.38888888888889,30.833333333333336,4.722222222222222,2.7777777777777777,1.3888888888888888,13.888888888888888,1.3888888888888888,13.888888888888888,49.72222222222222,1.1111111111111112,101.94444444444444,0.8333333333333333,3.888888888888889,0.8333333333333333,10.555555555555555,1.1111111111111112,0.8333333333333333,40.27777777777778,48.61111111111111,23.02777777777778,3.0555555555555554,2.2222222222222223,0.8333333333333333,5.833333333333333,0.0,0.0,,2.9444444444444446,0.0,1.3888888888888888,0.5916666666666666,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.30833333333333335,1.8611111111111112,0.9444444444444444,0.9166666666666666,0.2583333333333333
984,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,28.0,1995.0,FW,10,5,432,4.8,0,0,3,17.0,6.0,35.3,3.54,1.25,0.18,0.5,12.9,0.0,2.4,2.4,2.4,2.4,0.15,0.6,0.6,0,0,1,9,1.2,2.0,-0.2,13,0,272,135,34,12,6,50.0,6,50.0,152,23,577,12,11,3,49,23,9,180,214,84.1,23,6.0,3.0,26.0,3.0,2.0,60.0,14.1,0.0,5.0,1.6,15.0,6.0,9.0,1.87,12.5,4.3,8.2,1.7,205.0,0.0,0.0,0.625,3.541666666666667,1.25,7.354166666666666,0.7375,0.26041666666666663,0.0375,0.10416666666666666,2.6875,0.0,0.5,0.5,0.5,0.5,0.03125,0.125,0.125,0.0,0.0,0.20833333333333331,1.875,0.25,0.41666666666666663,-0.04166666666666667,2.708333333333333,0.0,56.66666666666667,28.125,7.083333333333334,2.5,1.25,10.416666666666666,1.25,10.416666666666666,31.666666666666668,4.791666666666667,120.20833333333333,2.5,2.2916666666666665,0.625,10.208333333333334,4.791666666666667,1.875,37.5,44.58333333333333,17.520833333333332,4.791666666666667,1.25,0.625,5.416666666666666,0.625,0.41666666666666663,12.5,2.9375,0.0,1.0416666666666665,0.33333333333333337,3.125,1.25,1.875,0.38958333333333334,2.6041666666666665,0.8958333333333333,1.7083333333333333,0.35416666666666663
1044,Sergi Guardiola,es ESP,"FW,MF",Cádiz,es La Liga,32.0,1991.0,FW,22,1,495,5.5,1,0,1,14.0,5.0,35.7,2.55,0.91,0.07,0.2,16.9,0.0,1.8,1.8,1.8,1.8,0.13,-0.8,-0.8,0,0,1,4,0.8,0.8,0.2,2,2,281,123,14,14,7,50.0,6,42.9,193,10,272,2,12,10,32,10,7,148,209,70.8,19,18.0,22.0,27.0,5.0,10.0,33.3,14.5,0.0,21.0,0.73,6.0,7.0,-1.0,-0.18,6.7,8.1,-1.3,-0.24,189.8181818181818,0.18181818181818182,0.0,0.18181818181818182,2.5454545454545454,0.9090909090909092,6.490909090909091,0.46363636363636357,0.16545454545454544,0.01272727272727273,0.03636363636363636,3.0727272727272723,0.0,0.32727272727272727,0.32727272727272727,0.32727272727272727,0.32727272727272727,0.02363636363636364,-0.14545454545454545,-0.14545454545454545,0.0,0.0,0.18181818181818182,0.7272727272727273,0.14545454545454545,0.14545454545454545,0.03636363636363636,0.36363636363636365,0.36363636363636365,51.09090909090909,22.363636363636363,2.5454545454545454,2.5454545454545454,1.2727272727272727,9.09090909090909,1.0909090909090908,7.800000000000001,35.09090909090909,1.8181818181818183,49.45454545454545,0.36363636363636365,2.1818181818181817,1.8181818181818183,5.818181818181818,1.8181818181818183,1.2727272727272727,26.909090909090907,38.0,12.872727272727273,3.454545454545454,3.2727272727272725,4.0,4.909090909090909,0.9090909090909092,1.8181818181818183,6.054545454545454,2.6363636363636367,0.0,3.8181818181818183,0.13272727272727272,1.0909090909090908,1.2727272727272727,-0.18181818181818182,-0.03272727272727272,1.2181818181818183,1.4727272727272724,-0.23636363636363636,-0.04363636363636363
438,Sergio Camello,es ESP,FW,Rayo Vallecano,es La Liga,22.0,2001.0,FW,31,20,1661,18.5,3,0,3,33.0,13.0,39.4,1.79,0.7,0.09,0.23,15.6,0.0,4.5,4.5,4.5,4.5,0.14,-1.5,-1.5,0,0,1,20,1.3,1.3,-0.3,12,0,580,265,62,49,16,32.7,31,63.3,327,22,637,10,53,26,79,22,20,273,380,71.8,41,18.0,11.0,60.0,16.0,40.0,28.6,48.6,1.0,11.0,0.94,12.0,27.0,-15.0,-0.81,20.7,21.8,-1.1,-0.06,23.73269114990969,0.1625526791089705,0.0,0.1625526791089705,1.7880794701986755,0.7043949428055389,2.1348585189644793,0.09698976520168573,0.037928958458759786,0.004876580373269115,0.012462372065021071,0.8452739313666466,0.0,0.24382901866345574,0.24382901866345574,0.24382901866345574,0.24382901866345574,0.0075857916917519575,-0.08127633955448525,-0.08127633955448525,0.0,0.0,0.054184226369656835,1.0836845273931366,0.07043949428055388,0.07043949428055388,-0.01625526791089705,0.650210716435882,0.0,31.426851294400965,14.35881998795906,3.3594220349187234,2.655027092113185,0.8669476219145094,1.7718242022877788,1.6797110174593617,3.429861529199277,17.718242022877785,1.1920529801324504,34.5153521974714,0.5418422636965683,2.8717639975918123,1.4087898856110779,4.28055388320289,1.1920529801324504,1.0836845273931366,14.792293798916315,20.5900060204696,3.8904274533413608,2.22155328115593,0.975316074653823,0.5960264900662252,3.25105358217941,0.8669476219145094,2.167369054786273,1.5496688741721856,2.6333534015653224,0.054184226369656835,0.5960264900662252,0.05093317278747742,0.650210716435882,1.4629741119807345,-0.8127633955448526,-0.04388922335942204,1.1216134858518965,1.181216134858519,-0.059602649006622516,-0.00325105358217941
1063,Serhou Guirassy,gn GUI,FW,Stuttgart,de Bundesliga,27.0,1996.0,FW,28,25,2208,24.5,0,0,28,88.0,40.0,45.5,3.59,1.63,0.27,0.6,14.5,3.0,20.8,17.6,20.8,17.6,0.2,7.2,6.4,4,4,3,53,6.6,5.4,-3.6,25,0,1064,453,156,41,16,39.0,21,51.2,626,32,950,19,71,38,183,32,19,629,777,81.0,56,18.0,55.0,39.0,65.0,55.0,54.2,72.2,15.0,3.0,2.39,59.0,24.0,35.0,1.43,50.3,27.3,23.0,0.94,43.328804347826086,0.0,0.0,1.141304347826087,3.58695652173913,1.6304347826086958,1.8546195652173914,0.14633152173913044,0.06644021739130435,0.011005434782608696,0.024456521739130436,0.5910326086956521,0.12228260869565218,0.8478260869565218,0.7173913043478262,0.8478260869565218,0.7173913043478262,0.008152173913043478,0.29347826086956524,0.2608695652173913,0.16304347826086957,0.16304347826086957,0.12228260869565218,2.1603260869565215,0.26902173913043476,0.22010869565217392,-0.14673913043478262,1.0190217391304348,0.0,43.369565217391305,18.464673913043477,6.358695652173912,1.671195652173913,0.6521739130434783,1.589673913043478,0.8559782608695653,2.0869565217391304,25.516304347826086,1.3043478260869565,38.72282608695652,0.7744565217391305,2.8940217391304346,1.548913043478261,7.459239130434782,1.3043478260869565,0.7744565217391305,25.638586956521742,31.67119565217391,3.301630434782609,2.282608695652174,0.733695652173913,2.2418478260869565,1.589673913043478,2.6494565217391304,2.2418478260869565,2.2092391304347827,2.942934782608696,0.6114130434782609,0.12228260869565218,0.09741847826086958,2.404891304347826,0.9782608695652174,1.4266304347826089,0.05828804347826086,2.0502717391304346,1.1127717391304348,0.9375,0.03831521739130434
1898,Shamar Nicholson,jm JAM,FW,Clermont Foot,fr Ligue 1,26.0,1997.0,FW,26,17,1484,16.5,2,0,4,38.0,17.0,44.7,2.3,1.03,0.08,0.18,15.9,1.0,5.9,4.4,5.9,4.4,0.12,-1.9,-1.4,1,2,3,18,1.1,1.0,1.9,6,0,536,223,74,26,8,30.8,17,65.4,378,18,646,14,33,18,110,18,16,272,386,70.5,33,20.0,26.0,36.0,47.0,60.0,43.9,48.5,5.0,9.0,0.81,12.0,28.0,-16.0,-0.97,16.9,33.5,-16.5,-1.0,115.10781671159029,0.12129380053908356,0.0,0.24258760107816713,2.3045822102425877,1.0309973045822103,2.710916442048518,0.13948787061994608,0.06246630727762804,0.004851752021563342,0.01091644204851752,0.9642857142857143,0.06064690026954178,0.35781671159029654,0.26684636118598387,0.35781671159029654,0.26684636118598387,0.007277628032345013,-0.11522911051212938,-0.08490566037735849,0.06064690026954178,0.12129380053908356,0.18194070080862534,1.091644204851752,0.06671159029649597,0.06064690026954178,0.11522911051212938,0.3638814016172507,0.0,32.506738544474395,13.524258760107818,4.487870619946092,1.5768194070080863,0.48517520215633425,1.8679245283018866,1.0309973045822103,3.9663072776280326,22.92452830188679,1.091644204851752,39.17789757412399,0.8490566037735848,2.001347708894879,1.091644204851752,6.671159029649596,1.091644204851752,0.9703504043126685,16.495956873315365,23.409703504043126,4.275606469002696,2.001347708894879,1.2129380053908356,1.5768194070080863,2.183288409703504,2.8504043126684633,3.6388140161725064,2.662398921832884,2.9413746630727764,0.3032345013477089,0.545822102425876,0.04912398921832884,0.7277628032345014,1.6981132075471697,-0.9703504043126685,-0.058827493261455525,1.024932614555256,2.0316711590296497,-1.0006738544474394,-0.06064690026954178
175,Shavy Babicka,ga GAB,"FW,MF",Toulouse,fr Ligue 1,23.0,2000.0,FW,12,4,373,4.1,0,0,1,8.0,4.0,50.0,1.93,0.97,0.13,0.25,18.7,0.0,0.6,0.6,0.6,0.6,0.07,0.4,0.4,0,0,0,2,0.1,0.4,-0.1,7,3,182,104,12,15,6,40.0,9,60.0,132,17,379,6,13,3,64,17,4,77,127,60.6,8,5.0,4.0,18.0,5.0,6.0,45.5,12.2,1.0,8.0,1.58,7.0,8.0,-1.0,-0.24,5.1,3.6,1.5,0.37,42.22520107238606,0.0,0.0,0.24128686327077747,1.9302949061662198,0.9651474530831099,12.064343163538874,0.46568364611260055,0.23404825737265414,0.03136729222520107,0.06032171581769437,4.512064343163539,0.0,0.14477211796246647,0.14477211796246647,0.14477211796246647,0.14477211796246647,0.016890080428954426,0.096514745308311,0.096514745308311,0.0,0.0,0.0,0.48257372654155495,0.02412868632707775,0.096514745308311,-0.02412868632707775,1.6890080428954422,0.7238605898123325,43.9142091152815,25.09383378016086,2.89544235924933,3.619302949061662,1.447721179624665,9.651474530831099,2.171581769436997,14.477211796246648,31.84986595174263,4.101876675603218,91.44772117962466,1.447721179624665,3.1367292225201076,0.7238605898123325,15.442359249329758,4.101876675603218,0.9651474530831099,18.579088471849865,30.64343163538874,14.621983914209116,1.9302949061662198,1.2064343163538873,0.9651474530831099,4.343163538873994,1.2064343163538873,1.447721179624665,10.978552278820375,2.943699731903485,0.24128686327077747,1.9302949061662198,0.38123324396782843,1.6890080428954422,1.9302949061662198,-0.24128686327077747,-0.057908847184986595,1.230563002680965,0.868632707774799,0.36193029490616624,0.08927613941018767
247,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,de Bundesliga,28.0,1995.0,FW,26,15,1416,7.2,1,0,2,16.0,4.0,33.95,2.34,0.805,0.05,0.11,20.5,1.0,0.8,0.8,0.8,0.8,0.05,-0.8,-0.8,0,0,3,12,1.8,1.6,-0.8,12,7,347,208,24,14,6,46.45,8,47.3,198,32,737,7,14,4,73,32,17,183,280,64.4,20,6.0,5.0,48.0,0.0,8.0,14.7,21.8,1.0,4.0,1.01,6.0,17.0,-11.0,-0.24,9.6,12.1,-2.5,-0.35,15.69915254237288,0.0635593220338983,0.0,0.1271186440677966,1.0169491525423728,0.2542372881355932,2.1578389830508478,0.14872881355932202,0.051165254237288134,0.0031779661016949155,0.006991525423728814,1.3029661016949152,0.0635593220338983,0.05084745762711865,0.05084745762711865,0.05084745762711865,0.05084745762711865,0.0031779661016949155,-0.05084745762711865,-0.05084745762711865,0.0,0.0,0.1906779661016949,0.7627118644067796,0.11440677966101696,0.1016949152542373,-0.05084745762711865,0.7627118644067796,0.44491525423728817,22.055084745762713,13.220338983050848,1.5254237288135593,0.8898305084745763,0.3813559322033898,2.9523305084745766,0.5084745762711864,3.0063559322033893,12.584745762711863,2.0338983050847457,46.84322033898305,0.44491525423728817,0.8898305084745763,0.2542372881355932,4.639830508474576,2.0338983050847457,1.0805084745762712,11.63135593220339,17.796610169491526,4.093220338983051,1.271186440677966,0.3813559322033898,0.3177966101694915,3.0508474576271185,0.0,0.5084745762711864,0.934322033898305,1.3855932203389831,0.0635593220338983,0.2542372881355932,0.06419491525423729,0.3813559322033898,1.0805084745762712,-0.6991525423728814,-0.015254237288135592,0.6101694915254237,0.7690677966101694,-0.15889830508474576,-0.022245762711864406
2755,Shon Weissman,il ISR,"FW,DF",Salernitana,it Serie A,27.0,1996.0,FW,16,5,576,5.5,0,0,1,6.0,1.0,8.35,1.0950000000000002,0.09,0.085,1.0,11.2,0.0,1.0,1.0,1.0,1.0,0.17,0.0,0.0,0,0,0,2,0.1,0.1,-0.1,0,0,118,45,10,2,0,25.0,1,50.0,61,0,43,0,10,5,22,0,1,49,67,75.0,4,3.0,10.0,13.0,6.0,15.0,22.65,8.4,0.0,6.0,0.29,5.0,14.0,-9.0,-0.2699999999999999,4.2,13.0,-8.7,-1.59,430.46874999999994,0.0,0.0,0.15625,0.9375,0.15625,1.3046875,0.17109375000000002,0.0140625,0.01328125,0.15625,1.75,0.0,0.15625,0.15625,0.15625,0.15625,0.0265625,0.0,0.0,0.0,0.0,0.0,0.3125,0.015625,0.015625,-0.015625,0.0,0.0,18.4375,7.03125,1.5625,0.3125,0.0,3.90625,0.15625,7.8125,9.53125,0.0,6.71875,0.0,1.5625,0.78125,3.4375000000000004,0.0,0.15625,7.65625,10.46875,11.71875,0.625,0.46875,1.5625,2.03125,0.9375,2.34375,3.5390625,1.3125,0.0,0.9375,0.0453125,0.78125,2.1875,-1.40625,-0.04218749999999998,0.65625,2.03125,-1.3593749999999998,-0.2484375
1307,Silas Katompa,cd COD,"FW,MF",Stuttgart,de Bundesliga,24.0,1998.0,FW,27,8,900,10.0,0,0,5,23.0,8.0,34.8,2.3,0.8,0.22,0.63,13.4,0.0,5.7,4.9,5.7,4.9,0.21,-0.7,0.1,0,1,2,15,2.3,1.7,-0.3,15,0,425,248,67,76,38,50.0,31,40.8,327,49,1176,21,45,20,130,49,29,210,279,75.3,25,13.0,15.0,37.0,5.0,11.0,31.3,29.4,0.0,19.0,2.15,30.0,10.0,20.0,2.0,27.6,10.4,17.2,1.72,130.70000000000002,0.0,0.0,0.5,2.3000000000000003,0.8,3.4799999999999995,0.22999999999999998,0.08,0.022,0.063,1.34,0.0,0.57,0.49,0.57,0.49,0.021,-0.06999999999999999,0.01,0.0,0.1,0.2,1.5,0.22999999999999998,0.16999999999999998,-0.03,1.5,0.0,42.5,24.8,6.699999999999999,7.6000000000000005,3.8000000000000003,5.0,3.1,4.08,32.7,4.8999999999999995,117.6,2.1,4.5,2.0,12.999999999999998,4.8999999999999995,2.9,21.0,27.9,7.53,2.5,1.3,1.5,3.7,0.5,1.1,3.13,2.9399999999999995,0.0,1.9000000000000001,0.215,3.0,1.0,2.0,0.2,2.7600000000000002,1.04,1.72,0.172
1926,Simeon Nwankwo,ng NGA,FW,Salernitana,it Serie A,31.0,1992.0,FW,15,6,686,7.6,0,0,3,13.0,7.0,53.8,1.71,0.92,0.23,0.43,10.6,0.0,2.7,2.7,2.7,2.7,0.21,0.3,0.3,0,0,0,5,0.6,0.4,-0.6,1,0,219,94,34,2,1,50.0,1,50.0,122,6,89,6,31,19,39,6,3,83,133,62.4,7,11.0,17.0,13.0,24.0,41.0,36.9,20.1,2.0,9.0,0.4,10.0,13.0,-3.0,-0.39,6.4,14.8,-8.4,-1.1,252.68221574344025,0.0,0.0,0.3935860058309038,1.7055393586005831,0.9183673469387754,7.058309037900874,0.22434402332361514,0.1206997084548105,0.030174927113702624,0.056413994169096204,1.39067055393586,0.0,0.35422740524781343,0.35422740524781343,0.35422740524781343,0.35422740524781343,0.027551020408163263,0.039358600583090375,0.039358600583090375,0.0,0.0,0.0,0.6559766763848396,0.07871720116618075,0.052478134110787174,-0.07871720116618075,0.13119533527696792,0.0,28.73177842565598,12.332361516034984,4.46064139941691,0.26239067055393583,0.13119533527696792,6.559766763848397,0.13119533527696792,6.559766763848397,16.005830903790088,0.7871720116618076,11.676384839650146,0.7871720116618076,4.067055393586005,2.492711370262391,5.116618075801749,0.7871720116618076,0.3935860058309038,10.889212827988338,17.448979591836736,8.186588921282798,0.9183673469387754,1.4431486880466473,2.230320699708455,1.7055393586005831,3.1486880466472305,5.379008746355685,4.841107871720116,2.6370262390670556,0.26239067055393583,1.1807580174927115,0.052478134110787174,1.3119533527696792,1.7055393586005831,-0.3935860058309038,-0.051166180758017495,0.8396501457725948,1.9416909620991254,-1.1020408163265307,-0.14431486880466474
24,Simon Adingra,ci CIV,FW,Brighton,eng Premier League,21.0,2002.0,FW,31,25,2222,24.7,3,0,6,52.0,22.0,42.3,2.11,0.89,0.12,0.27,15.9,0.0,4.3,4.3,4.3,4.3,0.08,1.7,1.7,0,0,1,33,3.7,3.5,-2.7,33,11,1159,627,153,123,50,40.7,64,52.0,773,111,2996,63,48,28,278,111,48,634,840,75.5,50,29.0,19.0,118.0,8.0,12.0,40.0,65.0,10.0,6.0,1.19,34.0,38.0,-4.0,-0.16,33.9,35.9,-2.0,-0.08,0.9720972097209721,0.12151215121512152,0.0,0.24302430243024303,2.106210621062106,0.8910891089108911,1.7133213321332132,0.08546354635463546,0.03604860486048605,0.00486048604860486,0.010936093609360936,0.644014401440144,0.0,0.17416741674167416,0.17416741674167416,0.17416741674167416,0.17416741674167416,0.0032403240324032404,0.06885688568856885,0.06885688568856885,0.0,0.0,0.0405040504050405,1.3366336633663365,0.14986498649864988,0.14176417641764177,-0.10936093609360936,1.3366336633663365,0.44554455445544555,46.94419441944194,25.396039603960393,6.197119711971197,4.981998199819983,2.025202520252025,1.6485148514851486,2.592259225922592,2.106210621062106,31.30963096309631,4.495949594959495,121.35013501350134,2.5517551755175516,1.9441944194419443,1.1341134113411342,11.260126012601258,4.495949594959495,1.9441944194419443,25.679567956795683,34.02340234023402,3.0580558055805582,2.025202520252025,1.1746174617461747,0.7695769576957696,4.7794779477947795,0.324032403240324,0.48604860486048607,1.6201620162016201,2.632763276327633,0.40504050405040504,0.24302430243024303,0.0481998199819982,1.3771377137713772,1.5391539153915392,-0.162016201620162,-0.006480648064806481,1.373087308730873,1.454095409540954,-0.081008100810081,-0.0032403240324032404
806,Simon Elisor,fr FRA,FW,Metz,fr Ligue 1,24.0,1999.0,FW,14,9,767,8.5,1,0,1,13.0,6.0,46.2,1.53,0.7,0.08,0.17,16.7,0.0,2.3,1.5,2.3,1.5,0.11,-1.3,-0.5,0,1,0,10,0.9,0.4,-0.9,2,0,260,117,33,18,5,27.8,12,66.7,167,9,193,5,28,23,43,9,8,111,157,70.7,14,17.0,16.0,20.0,35.0,47.0,42.7,25.1,2.0,5.0,1.07,8.0,13.0,-5.0,-0.59,8.4,12.2,-3.8,-0.45,94.57627118644069,0.11734028683181225,0.0,0.11734028683181225,1.5254237288135593,0.7040417209908736,5.421121251629726,0.17953063885267273,0.08213820078226858,0.00938722294654498,0.019947848761408083,1.9595827900912646,0.0,0.26988265971316816,0.1760104302477184,0.26988265971316816,0.1760104302477184,0.012907431551499348,-0.15254237288135591,-0.05867014341590612,0.0,0.11734028683181225,0.0,1.1734028683181226,0.10560625814863103,0.0469361147327249,-0.10560625814863103,0.2346805736636245,0.0,30.508474576271183,13.728813559322035,3.8722294654498044,2.1121251629726205,0.5867014341590613,3.2620599739243805,1.4080834419817472,7.826597131681878,19.595827900912646,1.0560625814863103,22.646675358539763,0.5867014341590613,3.285528031290743,2.698826597131682,5.0456323337679265,1.0560625814863103,0.938722294654498,13.024771838331159,18.422425032594525,8.295958279009126,1.6427640156453716,1.9947848761408085,1.877444589308996,2.346805736636245,4.106910039113429,5.514993481095176,5.010430247718384,2.9452411994784877,0.2346805736636245,0.5867014341590613,0.12555410691003913,0.938722294654498,1.5254237288135593,-0.5867014341590613,-0.06923076923076923,0.985658409387223,1.4315514993481093,-0.4458930899608865,-0.052803129074315516
757,Siriné Doucouré,ml MLI,FW,Lorient,fr Ligue 1,21.0,2002.0,FW,11,5,423,4.7,2,0,1,9.0,5.0,55.6,1.91,1.06,0.11,0.2,12.6,0.0,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0,0,3,10,1.3,0.6,1.7,1,0,181,89,35,25,13,52.0,11,44.0,122,14,315,12,30,10,35,14,7,71,94,75.5,5,10.0,6.0,8.0,17.0,24.0,41.5,13.8,0.0,6.0,0.64,8.0,7.0,1.0,0.21,5.2,7.2,-2.0,-0.42,161.06382978723406,0.425531914893617,0.0,0.2127659574468085,1.9148936170212765,1.0638297872340425,11.829787234042552,0.40638297872340423,0.22553191489361704,0.023404255319148935,0.04255319148936171,2.680851063829787,0.0,0.19148936170212766,0.19148936170212766,0.19148936170212766,0.19148936170212766,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.0,0.0,0.6382978723404256,2.127659574468085,0.2765957446808511,0.1276595744680851,0.36170212765957444,0.2127659574468085,0.0,38.51063829787234,18.93617021276596,7.446808510638298,5.319148936170213,2.7659574468085104,11.063829787234042,2.3404255319148937,9.361702127659575,25.957446808510642,2.978723404255319,67.02127659574468,2.5531914893617023,6.382978723404256,2.127659574468085,7.446808510638298,2.978723404255319,1.4893617021276595,15.106382978723403,20.0,16.06382978723404,1.0638297872340425,2.127659574468085,1.2765957446808511,1.702127659574468,3.617021276595745,5.1063829787234045,8.829787234042554,2.9361702127659575,0.0,1.2765957446808511,0.13617021276595745,1.702127659574468,1.4893617021276595,0.2127659574468085,0.04468085106382979,1.1063829787234043,1.5319148936170213,-0.425531914893617,-0.08936170212765958
