Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2068,Pejiño,es ESP,FW,Las Palmas,es La Liga,27,1996,5.6,12,8,3,6,3,6,18,33.3,12,4,0,4,2,14,5,0,Matches
2069,Pietro Pellegri,it ITA,FW,Torino,it Serie A,22,2001,8.4,5,1,1,4,0,1,5,20.0,4,4,1,3,2,7,3,0,Matches
2070,Lorenzo Pellegrini,it ITA,MF,Roma,it Serie A,27,1996,20.7,35,20,14,16,5,17,51,33.3,34,28,5,23,20,55,22,0,Matches
2071,Luca Pellegrini,it ITA,DF,Lazio,it Serie A,24,1999,8.7,18,13,7,10,1,9,17,52.9,8,7,3,4,9,27,20,0,Matches
2072,Marco Pellegrino,ar ARG,DF,Salernitana,it Serie A,21,2002,6.1,8,6,4,3,1,5,10,50.0,5,11,6,5,10,18,28,0,Matches
2073,Marco Pellegrino,ar ARG,DF,Milan,it Serie A,21,2002,0.8,1,1,0,0,1,0,2,0.0,2,1,1,0,1,2,2,0,Matches
2074,Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,eng Premier League,21,2001,1.9,5,3,4,1,0,1,3,33.3,2,7,1,6,1,6,5,0,Matches
2075,Facundo Pellistri,uy URU,"MF,FW",Granada,es La Liga,21,2001,13.7,29,19,12,10,7,6,21,28.6,15,18,0,18,4,33,7,0,Matches
2076,Andy Pelmard,mg MAD,DF,Clermont Foot,fr Ligue 1,23,2000,33.2,51,38,41,9,1,32,40,80.0,8,37,20,17,33,84,99,2,Matches
2077,Aurélien Pelon,fr FRA,DF,Lorient,fr Ligue 1,19,2004,1.0,1,0,1,0,0,0,2,0.0,2,2,2,0,0,1,7,0,Matches
2078,Faris Pemi Moumbagna,cm CMR,FW,Marseille,fr Ligue 1,23,2000,6.1,2,1,0,2,0,0,3,0.0,3,4,0,4,3,5,1,0,Matches
2079,Iñaki Peña,es ESP,GK,Barcelona,es La Liga,24,1999,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1,Matches
2080,Marcos Peña,es ESP,MF,Almería,es La Liga,18,2005,4.9,19,14,12,7,0,6,12,50.0,6,9,3,6,13,32,8,0,Matches
2081,Rubén Peña,es ESP,"DF,FW",Osasuna,es La Liga,32,1991,23.2,47,25,22,18,7,20,49,40.8,29,37,8,29,30,77,39,3,Matches
2082,Pepín,gq EQG,"MF,FW",Monza,it Serie A,26,1996,2.7,6,1,1,4,1,2,4,50.0,2,5,2,3,0,6,6,0,Matches
2083,Alberto Perea,es ESP,"MF,FW",Granada,es La Liga,32,1990,0.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
2084,Andreas Pereira,br BRA,MF,Fulham,eng Premier League,27,1996,29.0,25,12,4,12,9,11,41,26.8,30,16,2,14,4,29,12,0,Matches
2085,Danilo Pereira,pt POR,DF,Paris S-G,fr Ligue 1,31,1991,22.2,22,12,14,6,2,9,17,52.9,8,29,26,3,23,45,100,1,Matches
2086,Mathias Pereira Lage,pt POR,"FW,MF",Brest,fr Ligue 1,26,1996,13.2,21,15,7,8,6,7,28,25.0,21,14,5,9,10,31,13,0,Matches
2087,Pedro Pereira,pt POR,DF,Monza,it Serie A,25,1998,9.3,19,13,14,4,1,9,17,52.9,8,15,2,13,4,23,18,0,Matches
2088,Daniel Peretz,il ISR,GK,Bayern Munich,de Bundesliga,23,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2089,Roberto Pereyra,ar ARG,"FW,MF",Udinese,it Serie A,32,1991,20.6,19,9,11,5,3,11,29,37.9,18,20,4,16,7,26,18,0,Matches
2090,Ayoze Pérez,es ESP,FW,Betis,es La Liga,30,1993,25.5,59,32,16,33,10,21,49,42.9,28,42,4,38,22,81,18,0,Matches
2091,Carles Pérez,es ESP,"MF,DF",Celta Vigo,es La Liga,25,1998,8.6,13,5,6,5,2,7,18,38.9,11,14,1,13,5,18,8,0,Matches
2092,Francisco Perez,es ESP,"MF,FW",Valencia,es La Liga,20,2002,22.8,30,17,10,14,6,15,44,34.1,29,19,0,19,14,44,5,0,Matches
2093,Kike Pérez,es ESP,"MF,FW",Rayo Vallecano,es La Liga,26,1997,9.3,27,11,11,15,1,11,23,47.8,12,11,0,11,8,35,6,0,Matches
2094,Nehuén Pérez,ar ARG,DF,Udinese,it Serie A,23,2000,36.0,72,48,42,28,2,39,48,81.3,9,53,26,27,45,117,158,1,Matches
2095,Matteo Perez Vinlöf,se SWE,FW,Bayern Munich,de Bundesliga,17,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
2096,Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,28,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2097,Mattia Perin,it ITA,GK,Juventus,it Serie A,30,1992,2.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
2098,Samuele Perisan,it ITA,GK,Empoli,it Serie A,25,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2099,Ivan Perišić,hr CRO,FW,Tottenham,eng Premier League,34,1989,1.1,3,2,1,1,1,3,5,60.0,2,1,0,1,2,5,1,0,Matches
2100,Romain Perraud,fr FRA,"DF,FW",Nice,fr Ligue 1,25,1997,4.1,7,6,5,1,1,4,11,36.4,7,4,0,4,6,13,15,1,Matches
2101,Lucas Perrin,fr FRA,DF,Strasbourg,fr Ligue 1,24,1998,30.3,47,30,33,14,0,28,46,60.9,18,45,32,13,28,75,113,0,Matches
2102,Máximo Perrone,ar ARG,MF,Las Palmas,es La Liga,20,2003,18.0,42,21,17,22,3,19,39,48.7,20,27,4,23,24,66,21,0,Matches
2103,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,35,1987,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
2104,Matteo Pessina,it ITA,MF,Monza,it Serie A,26,1997,35.8,44,25,20,20,4,23,49,46.9,26,29,11,18,27,71,46,1,Matches
2105,Andrea Petagna,it ITA,FW,Cagliari,it Serie A,28,1995,11.1,4,2,1,0,3,1,2,50.0,1,6,3,3,1,5,4,0,Matches
2106,Denis Petrić,rs SRB,GK,Nantes,fr Ligue 1,35,1988,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2107,Njegoš Petrović,rs SRB,"MF,FW",Granada,es La Liga,24,1999,1.7,5,2,4,1,0,2,3,66.7,1,2,0,2,1,6,3,0,Matches
2108,Đorđe Petrović,rs SRB,GK,Chelsea,eng Premier League,23,1999,22.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,3,Matches
2109,Jens Petter Hauge,no NOR,"MF,FW",Eint Frankfurt,de Bundesliga,23,1999,1.6,2,1,1,0,1,2,7,28.6,5,5,1,4,0,2,1,0,Matches
2110,Germán Pezzella,ar ARG,DF,Betis,es La Liga,32,1991,30.7,34,24,24,10,0,23,38,60.5,15,31,18,13,31,65,150,0,Matches
2111,Giuseppe Pezzella,it ITA,DF,Empoli,it Serie A,25,1997,12.1,25,14,19,5,1,20,28,71.4,8,17,6,11,2,27,35,0,Matches
2112,Luca Pfeiffer,de GER,"FW,MF",Darmstadt 98,de Bundesliga,26,1996,18.0,11,6,2,6,3,5,11,45.5,6,5,1,4,2,13,21,0,Matches
2113,Patric Pfeiffer,de GER,DF,Augsburg,de Bundesliga,23,1999,5.7,11,7,6,4,1,5,6,83.3,1,10,6,4,11,22,21,0,Matches
2114,Maximilian Philipp,de GER,"FW,MF",Freiburg,de Bundesliga,29,1994,3.6,8,5,4,4,0,1,6,16.7,5,7,0,7,1,9,3,0,Matches
2115,Kalvin Phillips,eng ENG,MF,West Ham,eng Premier League,27,1995,3.4,11,6,2,8,1,5,9,55.6,4,4,1,3,4,15,2,1,Matches
2116,Kalvin Phillips,eng ENG,MF,Manchester City,eng Premier League,27,1995,1.0,3,3,1,1,1,0,0,,0,0,0,0,2,5,2,0,Matches
2117,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,eng Premier League,21,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2118,Kamil Piątkowski,pl POL,DF,Granada,es La Liga,23,2000,5.6,18,10,16,1,1,10,14,71.4,4,6,5,1,8,26,28,1,Matches
2119,Roberto Piccoli,it ITA,FW,Empoli,it Serie A,22,2001,0.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Matches
2120,Roberto Piccoli,it ITA,FW,Lecce,it Serie A,22,2001,15.3,10,6,3,5,2,1,4,25.0,3,17,1,16,4,14,16,0,Matches
2121,Florian Pick,de GER,"MF,FW",Heidenheim,de Bundesliga,27,1995,3.6,4,4,3,0,1,2,3,66.7,1,2,0,2,2,6,2,0,Matches
2122,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,29,1994,38.0,1,0,1,0,0,1,1,100.0,0,3,0,3,0,1,19,1,Matches
2123,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,25,1998,6.6,14,11,8,6,0,7,13,53.8,6,12,7,5,9,23,36,1,Matches
2124,Marvin Pieringer,de GER,"MF,FW",Heidenheim,de Bundesliga,23,1999,16.8,19,12,5,11,3,8,20,40.0,12,28,4,24,12,31,21,0,Matches
2125,Santiago Pierotti,ar ARG,"MF,FW",Lecce,it Serie A,22,2001,2.2,8,8,2,5,1,2,8,25.0,6,5,0,5,1,9,0,0,Matches
2126,Niccolò Pierozzi,it ITA,DF,Salernitana,it Serie A,21,2001,9.7,17,11,13,4,0,11,22,50.0,11,24,7,17,11,28,36,0,Matches
2127,Ronaël Pierre-Gabriel,fr FRA,DF,Nantes,fr Ligue 1,25,1998,6.6,15,9,12,2,1,5,7,71.4,2,13,4,9,8,23,25,0,Matches
2128,Andrea Pinamonti,it ITA,FW,Sassuolo,it Serie A,24,1999,34.2,13,8,1,6,6,5,22,22.7,17,19,2,17,1,14,40,0,Matches
2129,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,30,1993,28.0,35,23,22,13,0,9,20,45.0,11,40,24,16,43,78,170,3,Matches
2130,Yeremi Pino,es ESP,"MF,FW",Villarreal,es La Liga,20,2002,5.3,25,18,12,10,3,9,18,50.0,9,11,1,10,5,30,5,0,Matches
2131,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,33,1990,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2132,Lorenzo Pirola,it ITA,DF,Salernitana,it Serie A,21,2002,22.1,39,23,25,14,0,15,28,53.6,13,46,30,16,25,64,93,1,Matches
2133,Niccolò Pisilli,it ITA,MF,Roma,it Serie A,18,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2134,Alassane Pléa,fr FRA,"FW,MF",Gladbach,de Bundesliga,30,1993,21.3,17,7,5,8,4,7,15,46.7,8,11,0,11,2,19,6,0,Matches
2135,Tommaso Pobega,it ITA,MF,Milan,it Serie A,24,1999,3.5,16,9,11,5,0,6,13,46.2,7,10,2,8,6,22,7,0,Matches
2136,Paul Pogba,fr FRA,MF,Juventus,it Serie A,30,1993,0.6,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,1,0,Matches
2137,Ole Pohlmann,de GER,MF,Dortmund,de Bundesliga,22,2001,0.6,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,1,0,Matches
2138,Matteo Politano,it ITA,FW,Napoli,it Serie A,29,1993,26.2,19,8,8,7,4,11,34,32.4,23,9,1,8,15,34,11,1,Matches
2139,Sebastian Polter,de GER,FW,Darmstadt 98,de Bundesliga,32,1991,5.0,1,0,1,0,0,0,1,0.0,1,5,1,4,0,1,4,0,Matches
2140,Julien Ponceau,fr FRA,MF,Lorient,fr Ligue 1,22,2000,24.9,32,15,12,14,6,9,30,30.0,21,22,1,21,19,51,20,0,Matches
2141,Marin Pongračić,hr CRO,DF,Lecce,it Serie A,25,1997,35.8,43,30,22,20,1,19,25,76.0,6,37,26,11,51,94,130,1,Matches
2142,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,31,1992,14.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,2,Matches
2143,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,23,1999,34.3,91,63,43,34,14,62,120,51.7,58,63,18,45,34,125,102,3,Matches
2144,Portu,es ESP,FW,Getafe,es La Liga,31,1992,1.1,5,3,4,0,1,5,6,83.3,1,0,0,0,0,5,0,0,Matches
2145,Portu,es ESP,"MF,FW",Girona,es La Liga,31,1992,13.2,18,13,3,10,5,3,18,16.7,15,9,1,8,4,22,6,0,Matches
2146,Stefan Posch,at AUT,DF,Bologna,it Serie A,26,1997,26.8,77,46,35,38,4,49,88,55.7,39,27,8,19,18,95,72,0,Matches
2147,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,29,1994,13.5,13,8,1,9,3,4,14,28.6,10,13,3,10,4,17,15,0,Matches
2148,José Pozo,es ESP,MF,Rayo Vallecano,es La Liga,27,1996,0.2,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
2149,Alejandro Pozo Pozo,es ESP,"DF,MF",Almería,es La Liga,24,1999,10.8,19,12,11,6,2,12,20,60.0,8,14,4,10,7,26,21,0,Matches
2150,Beñat Prados,es ESP,"MF,DF",Athletic Club,es La Liga,22,2001,16.1,45,28,11,23,11,23,42,54.8,19,32,5,27,23,68,27,0,Matches
2151,Matteo Prati,it ITA,MF,Cagliari,it Serie A,19,2003,21.9,45,25,15,27,3,26,42,61.9,16,29,6,23,15,60,26,1,Matches
2152,Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,30,1992,14.1,6,4,2,2,2,3,5,60.0,2,6,3,3,2,8,12,0,Matches
2153,Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,29,1993,1.0,0,0,0,0,0,0,1,0.0,1,2,1,1,3,3,1,0,Matches
2154,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,28,1995,23.8,32,18,11,15,6,14,32,43.8,18,22,6,16,22,54,36,0,Matches
2155,Ivan Provedel,it ITA,GK,Lazio,it Serie A,29,1994,30.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,12,1,Matches
2156,Marc Pubill,es ESP,DF,Almería,es La Liga,20,2003,20.9,47,23,35,8,4,22,39,56.4,17,20,8,12,15,62,83,1,Matches
2157,Gustavo Puerta,co COL,"DF,MF",Leverkusen,de Bundesliga,20,2003,0.5,5,3,2,2,1,1,2,50.0,1,2,0,2,0,5,0,0,Matches
2158,Antonio Puertas,es ESP,"MF,FW",Granada,es La Liga,31,1992,8.1,12,8,6,5,1,6,15,40.0,9,5,0,5,6,18,4,0,Matches
2159,Arnau Puigmal,es ESP,"FW,DF",Almería,es La Liga,22,2001,2.8,2,1,1,1,0,1,3,33.3,2,3,0,3,3,5,2,0,Matches
2160,Christian Pulisic,us USA,"FW,MF",Milan,it Serie A,24,1998,28.9,35,26,14,11,10,17,30,56.7,13,20,1,19,10,45,10,1,Matches
2161,George Pușcaș,ro ROU,FW,Genoa,it Serie A,27,1996,2.1,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,1,0,Matches
2162,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,20,2003,13.2,25,22,17,7,1,14,20,70.0,6,16,8,8,17,42,39,1,Matches
2163,Domingos Quina,pt POR,MF,Udinese,it Serie A,23,1999,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
2164,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,28,1995,29.5,58,39,22,30,6,30,45,66.7,15,26,6,20,25,83,34,0,Matches
2165,Uroš Račić,rs SRB,MF,Sassuolo,it Serie A,25,1998,9.1,10,4,6,4,0,0,9,0.0,9,16,7,9,7,17,22,0,Matches
2166,Nemanja Radonjić,rs SRB,"MF,FW",Torino,it Serie A,27,1996,4.2,1,1,0,0,1,1,3,33.3,2,3,0,3,0,1,0,0,Matches
2167,Nemanja Radonjić,rs SRB,"MF,DF",Mallorca,es La Liga,27,1996,3.9,4,2,1,3,0,1,4,25.0,3,2,0,2,3,7,3,0,Matches
2168,Aleksandar Radovanović,rs SRB,DF,Almería,es La Liga,29,1993,6.3,8,7,7,1,0,6,6,100.0,0,8,8,0,11,19,48,0,Matches
2169,Ionuț Radu,ro ROU,GK,Bournemouth,eng Premier League,26,1997,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2170,Boris Radunović,rs SRB,GK,Cagliari,it Serie A,27,1996,7.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,2,Matches
2171,Hamza Rafia,tn TUN,MF,Lecce,it Serie A,24,1999,13.4,44,31,13,27,4,13,30,43.3,17,27,1,26,11,55,13,0,Matches
2172,Abdellah Raihani,ma MAR,FW,Atlético Madrid,es La Liga,19,2004,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
2173,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,31,1991,24.4,30,23,18,12,0,17,23,73.9,6,44,30,14,37,67,104,2,Matches
2174,Luca Raimund,de GER,"FW,MF",Stuttgart,de Bundesliga,18,2005,0.3,3,1,2,1,0,0,0,,0,2,0,2,0,3,0,0,Matches
2175,Predrag Rajković,rs SRB,GK,Mallorca,es La Liga,27,1995,36.0,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,14,0,Matches
2176,Jesurun Rak Sakyi,eng ENG,"MF,FW",Crystal Palace,eng Premier League,20,2002,1.5,4,1,3,1,0,2,3,66.7,1,2,0,2,3,7,1,0,Matches
2177,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,35,1988,15.8,30,16,9,12,9,11,19,57.9,8,16,5,11,14,44,12,0,Matches
2178,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,27,1996,33.0,68,41,32,29,7,37,96,38.5,59,54,13,41,44,112,44,0,Matches
2179,Largie Ramazani,be BEL,"FW,MF",Almería,es La Liga,22,2001,17.3,12,7,5,6,1,6,26,23.1,20,16,2,14,34,46,10,0,Matches
2180,Benito Ramírez,es ESP,"FW,MF",Las Palmas,es La Liga,28,1995,4.3,5,3,2,3,0,3,6,50.0,3,7,1,6,3,8,0,0,Matches
2181,Sandro Ramírez,es ESP,FW,Las Palmas,es La Liga,28,1995,20.1,12,8,4,6,2,6,15,40.0,9,13,1,12,4,16,14,1,Matches
2182,Chris Ramos,es ESP,"FW,MF",Cádiz,es La Liga,26,1997,29.0,28,15,9,15,4,8,27,29.6,19,23,7,16,9,37,44,0,Matches
2183,Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,22,2001,15.8,25,15,4,12,9,6,20,30.0,14,12,2,10,5,30,16,0,Matches
2184,Sergio Ramos,es ESP,DF,Sevilla,es La Liga,37,1986,28.0,45,30,32,11,2,27,40,67.5,13,35,30,5,41,86,156,0,Matches
2185,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,25,1998,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,Matches
2186,Aaron Ramsey,eng ENG,"MF,FW",Burnley,eng Premier League,20,2003,5.9,17,14,7,5,5,8,16,50.0,8,11,2,9,1,18,10,0,Matches
2187,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,2001,9.5,16,8,7,6,3,5,15,33.3,10,15,2,13,3,19,8,0,Matches
2188,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,24,1999,22.9,14,10,11,1,2,8,13,61.5,5,25,11,14,29,43,64,0,Matches
2189,Filippo Ranocchia,it ITA,"MF,DF",Empoli,it Serie A,22,2001,5.3,16,11,7,9,0,7,16,43.8,9,9,1,8,3,19,14,0,Matches
2190,Grant Ranos,am ARM,"MF,FW",Gladbach,de Bundesliga,20,2003,0.5,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
2191,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,26,1996,15.2,14,8,6,6,2,4,18,22.2,14,17,1,16,13,27,11,0,Matches
2192,Nicolai Rapp,de GER,DF,Werder Bremen,de Bundesliga,26,1996,0.8,3,2,2,1,0,2,2,100.0,0,2,0,2,2,5,8,0,Matches
2193,Elba Rashani,xk KVX,"MF,FW",Clermont Foot,fr Ligue 1,30,1993,13.1,30,18,4,17,9,11,24,45.8,13,17,3,14,12,42,15,0,Matches
2194,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,25,1997,25.2,19,12,9,4,6,9,26,34.6,17,15,1,14,4,23,21,0,Matches
2195,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,23,2000,17.6,21,10,6,10,5,6,15,40.0,9,15,1,14,3,24,7,0,Matches
2196,Andrei Ratiu,ro ROU,"DF,MF",Rayo Vallecano,es La Liga,25,1998,7.0,12,4,6,5,1,8,15,53.3,7,4,1,3,0,12,12,0,Matches
2197,Raúl,es ESP,FW,Osasuna,es La Liga,22,2000,15.1,10,4,4,2,4,2,10,20.0,8,9,1,8,5,15,11,0,Matches
2198,David Raum,de GER,DF,RB Leipzig,de Bundesliga,25,1998,30.4,58,35,24,29,5,34,58,58.6,24,51,9,42,27,85,82,2,Matches
2199,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,23,1999,5.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
2200,David Raya,es ESP,GK,Arsenal,eng Premier League,27,1995,32.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,8,5,Matches
2201,Tim Ream,us USA,DF,Fulham,eng Premier League,35,1987,16.7,20,9,13,5,2,9,18,50.0,9,23,15,8,25,45,61,2,Matches
2202,Abde Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,24,1998,8.0,9,5,4,2,3,5,15,33.3,10,10,1,9,3,12,7,0,Matches
2203,Nathan Redmond,eng ENG,"FW,MF",Burnley,eng Premier League,29,1994,1.6,2,1,0,0,2,1,4,25.0,3,1,0,1,0,2,3,0,Matches
2204,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,28,1995,14.7,29,18,9,17,3,13,31,41.9,18,19,9,10,11,40,24,0,Matches
2205,Sergio Reguilón,es ESP,DF,Manchester Utd,eng Premier League,26,1996,4.6,13,8,6,2,5,8,17,47.1,9,10,0,10,5,18,7,0,Matches
2206,Sergio Reguilón,es ESP,DF,Brentford,eng Premier League,26,1996,12.4,45,20,26,18,1,24,40,60.0,16,23,6,17,16,61,41,1,Matches
2207,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,25,1998,31.3,46,25,10,31,5,21,43,48.8,22,26,8,18,18,64,26,0,Matches
2208,Pepe Reina,es ESP,GK,Villarreal,es La Liga,40,1982,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
2209,Reinier,br BRA,"MF,FW",Frosinone,it Serie A,21,2002,11.8,21,10,6,12,3,5,17,29.4,12,24,4,20,10,31,5,0,Matches
2210,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,21,2002,23.7,61,36,28,29,4,28,55,50.9,27,61,20,41,44,105,31,1,Matches
2211,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,28,1995,36.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,24,2,Matches
2212,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,18,2005,34.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,19,1,Matches
2213,Mateo Retegui,it ITA,FW,Genoa,it Serie A,24,1999,24.6,17,9,7,8,2,6,20,30.0,14,18,2,16,0,17,30,0,Matches
2214,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,34,1989,17.8,37,25,20,14,3,12,27,44.4,15,17,2,15,5,42,18,0,Matches
2215,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,25,1997,22.1,30,19,14,13,3,18,36,50.0,18,32,7,25,20,50,20,0,Matches
2216,Gio Reyna,us USA,"FW,MF",Nott'ham Forest,eng Premier League,20,2002,2.6,7,3,4,0,3,3,6,50.0,3,3,0,3,2,9,0,0,Matches
2217,Gio Reyna,us USA,"MF,FW",Dortmund,de Bundesliga,20,2002,3.1,9,6,3,4,2,2,5,40.0,3,5,1,4,2,11,5,0,Matches
2218,Chadi Riad,ma MAR,DF,Betis,es La Liga,20,2003,24.0,35,24,17,18,0,17,27,63.0,10,23,14,9,23,58,108,0,Matches
2219,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,23,1999,24.7,32,22,24,8,0,16,31,51.6,15,25,15,10,35,67,116,5,Matches
2220,Rodrigo Ribeiro,pt POR,"MF,FW",Nott'ham Forest,eng Premier League,18,2005,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,Matches
2221,Samuele Ricci,it ITA,MF,Torino,it Serie A,21,2001,26.6,33,18,17,12,4,15,23,65.2,8,21,3,18,27,60,25,0,Matches
2222,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,24,1999,35.8,83,51,37,38,8,32,57,56.1,25,37,11,26,44,127,52,0,Matches
2223,Chris Richards,us USA,"DF,MF",Crystal Palace,eng Premier League,23,2000,23.3,46,28,21,22,3,20,30,66.7,10,32,12,20,27,73,109,0,Matches
2224,Amir Richardson,ma MAR,MF,Reims,fr Ligue 1,21,2002,15.0,33,23,12,18,3,10,22,45.5,12,26,5,21,15,48,30,0,Matches
2225,Richarlison,br BRA,FW,Tottenham,eng Premier League,26,1997,16.6,16,11,4,8,4,2,10,20.0,8,32,6,26,8,24,23,0,Matches
2226,Marco Richter,de GER,"MF,FW",Mainz 05,de Bundesliga,25,1997,8.0,10,4,5,3,2,4,11,36.4,7,9,0,9,2,12,1,0,Matches
2227,Diego Rico,es ESP,DF,Getafe,es La Liga,30,1993,28.2,64,48,32,23,9,41,76,53.9,35,25,8,17,41,105,76,0,Matches
2228,Clemens Riedel,de GER,DF,Darmstadt 98,de Bundesliga,20,2003,8.4,22,13,16,5,1,15,24,62.5,9,11,3,8,11,33,26,0,Matches
2229,Fabian Rieder,ch SUI,MF,Rennes,fr Ligue 1,21,2002,4.1,13,7,2,9,2,6,11,54.5,5,3,1,2,5,18,2,0,Matches
2230,Jaïro Riedewald,nl NED,"MF,FW",Crystal Palace,eng Premier League,26,1996,2.6,9,3,2,4,3,3,6,50.0,3,0,0,0,2,11,2,0,Matches
2231,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,34,1988,33.0,2,1,2,0,0,2,4,50.0,2,0,0,0,1,3,25,1,Matches
2232,Luis Rioja,es ESP,"FW,MF",Alavés,es La Liga,29,1993,27.8,27,19,10,12,5,14,43,32.6,29,28,1,27,16,43,28,0,Matches
2233,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,35,1987,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1,Matches
2234,Rodrigo Riquelme,es ESP,"DF,MF",Atlético Madrid,es La Liga,23,2000,17.0,30,19,18,4,8,18,46,39.1,28,19,0,19,9,39,20,0,Matches
2235,Alberto Risco,es ESP,MF,Getafe,es La Liga,17,2005,1.5,2,2,1,1,0,0,4,0.0,4,0,0,0,0,2,1,0,Matches
2236,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,es La Liga,27,1995,9.0,15,9,9,6,0,9,12,75.0,3,9,2,7,10,25,23,0,Matches
2237,Matt Ritchie,sct SCO,"FW,MF",Newcastle Utd,eng Premier League,33,1989,1.4,5,3,2,2,1,2,4,50.0,2,3,2,1,1,6,5,0,Matches
